time(UTC),Year,Month,Day,Hour(UTC),Hour Taxila,G(h),Gd(h),T2m,RH,Gb(n),IR(h),WS10m,WD10m,SP,,,,,,
20071109:1600,2007,11,09,16,21,0,0,18.11,63.3,0,326.65,2.14,60,94200,,,,,,
20071109:1700,2007,11,09,17,22,0,0,17.08,67.75,0,321.85,2.21,56,94210,,,,,,
20071109:1800,2007,11,09,18,23,0,0,16.28,67.65,0,324.55,2.07,51,94200,,,,,,
20071109:1900,2007,11,09,19,0,0,0,15.46,72.55,0,322,2.21,52,94150,,,,,,
20071109:2000,2007,11,09,20,1,0,0,14.98,75.1,0,320.1,2.21,46,94140,,,,,,
20071109:2100,2007,11,09,21,2,0,0,14.56,77.75,0,319.1,2.21,46,94080,,,,,,
20071109:2200,2007,11,09,22,3,0,0,13.96,77.65,0,315.25,2.07,43,94050,,,,,,
20071109:2300,2007,11,09,23,4,0,0,13.49,80.4,0,312.75,2,43,94040,,,,,,
20071110:0000,2007,11,10,00,5,0,0,13.11,80.35,0,311.75,2,45,94070,,,,,,
20071110:0100,2007,11,10,01,6,0,0,12.65,83.25,0,314.2,1.79,32,94100,,,,,,
20071110:0200,2007,11,10,02,7,117,45.35,12.54,83.25,1080.27,312.35,1.79,33,94150,,,,,,
20071110:0300,2007,11,10,03,8,290.65,74.05,15.42,72.55,847.98,319.5,1.03,32,94210,,,,,,
20071110:0400,2007,11,10,04,9,443.05,88.05,20.19,49.7,853.37,319.7,0.76,351,94290,,,,,,
20071110:0500,2007,11,10,05,10,561.9,108.5,21.96,43.4,844.18,330.35,0.9,300,94320,,,,,,
20071110:0600,2007,11,10,06,11,615.75,107.75,23.18,37.9,832.18,338.3,1.45,291,94330,,,,,,
20071110:0700,2007,11,10,07,12,586.95,108.7,23.65,38.05,757.83,341.95,1.45,305,94250,,,,,,
20071110:0800,2007,11,10,08,13,518.8,96.3,24.15,35.5,707.03,346.2,1.17,288,94210,,,,,,
20071110:0900,2007,11,10,09,14,413.25,84.4,24.32,35.5,642.02,345.05,0.97,267,94140,,,,,,
20071110:1000,2007,11,10,10,15,244.75,74.6,24.26,35.5,446.8,346.2,0.9,245,94120,,,,,,
20071110:1100,2007,11,10,11,16,63.25,27,23.71,38.05,170.71,343.3,0.28,267,94130,,,,,,
20071110:1200,2007,11,10,12,17,0.2,0.2,22.77,42.1,0,348.35,0.62,60,94160,,,,,,
20071110:1300,2007,11,10,13,18,0,0,21.08,48.2,0,341.4,1.79,62,94220,,,,,,
20071110:1400,2007,11,10,14,19,0,0,19.34,57.1,0,337.3,2.14,59,94290,,,,,,
20071110:1500,2007,11,10,15,20,0,0,18.22,61.05,0,336.95,2.28,58,94320,,,,,,
20071110:1600,2007,11,10,16,21,0,0,17.18,65.35,0,327.85,2.34,57,94360,,,,,,
20071110:1700,2007,11,10,17,22,0,0,16.36,67.65,0,325.9,2.28,55,94380,,,,,,
20071110:1800,2007,11,10,18,23,0,0,15.71,70,0,326.3,2.14,51,94410,,,,,,
20071110:1900,2007,11,10,19,0,0,0,14.96,69.9,0,318.75,2,43,94330,,,,,,
20071110:2000,2007,11,10,20,1,0,0,14.4,72.4,0,315.45,1.93,34,94360,,,,,,
20071110:2100,2007,11,10,21,2,0,0,14.06,72.3,0,316.8,1.93,32,94320,,,,,,
20071110:2200,2007,11,10,22,3,0,0,13.85,74.85,0,313.9,1.93,31,94290,,,,,,
20071110:2300,2007,11,10,23,4,0,0,13.65,72.2,0,314.5,1.93,28,94290,,,,,,
20071111:0000,2007,11,11,00,5,0,0,13.26,72.1,0,308.5,2,27,94270,,,,,,
20071111:0100,2007,11,11,01,6,0,0,12.86,74.7,0,306.05,2,25,94290,,,,,,
20071111:0200,2007,11,11,02,7,116.25,46.35,12.58,72.05,1110.7,304.6,2,24,94340,,,,,,
20071111:0300,2007,11,11,03,8,293.8,79.35,14.98,67.45,851.66,306.35,1.24,18,94380,,,,,,
20071111:0400,2007,11,11,04,9,459.15,89.2,20.18,43,897.49,313.5,1.31,340,94460,,,,,,
20071111:0500,2007,11,11,05,10,575.45,98.55,22.23,36.3,894.39,321.25,1.79,324,94470,,,,,,
20071111:0600,2007,11,11,06,11,630.65,102.05,23.61,32.9,871.45,328.6,2.28,318,94450,,,,,,
20071111:0700,2007,11,11,07,12,623.5,100.25,24.35,30.7,834.13,331.7,2.48,309,94380,,,,,,
20071111:0800,2007,11,11,08,13,554.6,94.8,24.81,29.7,774.12,333.45,2.48,301,94320,,,,,,
20071111:0900,2007,11,11,09,14,421.05,84.45,24.91,28.65,661.49,334.2,2.41,297,94240,,,,,,
20071111:1000,2007,11,11,10,15,250.35,66.85,24.66,28.65,485.77,333.05,2.14,297,94220,,,,,,
20071111:1100,2007,11,11,11,16,74,31.5,23.9,32.9,202.76,329.75,1.72,298,94200,,,,,,
20071111:1200,2007,11,11,12,17,0.2,0.2,22.45,39.05,0,324.75,1.38,306,94200,,,,,,
20071111:1300,2007,11,11,13,18,0,0,20.82,43.1,0,317.2,1.31,344,94270,,,,,,
20071111:1400,2007,11,11,14,19,0,0,19.51,46.1,0,314.5,1.72,17,94300,,,,,,
20071111:1500,2007,11,11,15,20,0,0,18.17,51,0,313.5,2,37,94320,,,,,,
20071111:1600,2007,11,11,16,21,0,0,16.76,54.6,0,310.4,2.07,44,94350,,,,,,
20071111:1700,2007,11,11,17,22,0,0,15.57,58.45,0,309.85,2.14,43,94350,,,,,,
20071111:1800,2007,11,11,18,23,0,0,14.75,62.65,0,306.35,2.14,41,94350,,,,,,
20071111:1900,2007,11,11,19,0,0,0,14.44,64.95,0,307.5,2.07,46,94300,,,,,,
20071111:2000,2007,11,11,20,1,0,0,13.9,67.25,0,306.15,2.14,46,94270,,,,,,
20071111:2100,2007,11,11,21,2,0,0,13.45,69.65,0,305.4,2.07,42,94290,,,,,,
20071111:2200,2007,11,11,22,3,0,0,13.08,69.55,0,303.25,2.14,39,94230,,,,,,
20071111:2300,2007,11,11,23,4,0,0,12.7,69.45,0,302.1,2.14,37,94190,,,,,,
20071112:0000,2007,11,12,00,5,0,0,12.26,71.95,0,300.95,1.93,31,94180,,,,,,
20071112:0100,2007,11,12,01,6,0,0,11.85,71.85,0,298.9,1.79,20,94190,,,,,,
20071112:0200,2007,11,12,02,7,43.95,43.95,11.78,71.85,0,297.25,1.86,16,94260,,,,,,
20071112:0300,2007,11,12,03,8,298.35,72.35,14.45,62.65,910.6,299.55,1.38,12,94300,,,,,,
20071112:0400,2007,11,12,04,9,459.85,88.35,19.76,41.3,909.57,306.55,1.45,343,94380,,,,,,
20071112:0500,2007,11,12,05,10,575.55,97,21.98,35,904,315.85,1.86,320,94390,,,,,,
20071112:0600,2007,11,12,06,11,631.35,102.8,23.44,32.75,876.9,323.4,2.34,312,94390,,,,,,
20071112:0700,2007,11,12,07,12,622.85,105.35,23.84,30.55,829.89,326.1,2.62,308,94340,,,,,,
20071112:0800,2007,11,12,08,13,547.85,100.9,24.45,28.5,757,327.25,2.41,307,94260,,,,,,
20071112:0900,2007,11,12,09,14,417.4,88.9,24.64,27.6,649.77,329,2.07,299,94190,,,,,,
20071112:1000,2007,11,12,10,15,245.1,74.8,24.42,28.5,454.41,328.4,1.79,286,94160,,,,,,
20071112:1100,2007,11,12,11,16,71.15,32.65,23.65,30.55,186.03,325.9,1.38,273,94130,,,,,,
20071112:1200,2007,11,12,12,17,0.1,0.1,22.3,37.65,0,322.2,0.97,280,94160,,,,,,
20071112:1300,2007,11,12,13,18,0,0,20.76,41.55,0,321.45,0.83,355,94180,,,,,,
20071112:1400,2007,11,12,14,19,0,0,19.37,45.95,0,314.5,1.79,36,94230,,,,,,
20071112:1500,2007,11,12,15,20,0,0,17.72,50.85,0,311.75,2.14,47,94270,,,,,,
20071112:1600,2007,11,12,16,21,0,0,16.32,54.45,0,309.25,2.21,50,94290,,,,,,
20071112:1700,2007,11,12,17,22,0,0,15.37,58.35,0,308.1,2.14,50,94310,,,,,,
20071112:1800,2007,11,12,18,23,0,0,14.73,60.4,0,309.65,2.07,47,94280,,,,,,
20071112:1900,2007,11,12,19,0,0,0,14.47,62.65,0,307.3,2.14,48,94250,,,,,,
20071112:2000,2007,11,12,20,1,0,0,13.96,64.85,0,306.35,2.14,48,94240,,,,,,
20071112:2100,2007,11,12,21,2,0,0,13.41,67.15,0,306.35,1.93,49,94210,,,,,,
20071112:2200,2007,11,12,22,3,0,0,13.06,67.05,0,306.55,1.72,48,94210,,,,,,
20071112:2300,2007,11,12,23,4,0,0,12.89,67.05,0,306.15,2,48,94180,,,,,,
20071113:0000,2007,11,13,00,5,0,0,12.47,66.95,0,306.55,2.07,47,94140,,,,,,
20071113:0100,2007,11,13,01,6,0,0,11.93,69.35,0,302.8,2,45,94190,,,,,,
20071113:0200,2007,11,13,02,7,43.1,43.1,11.48,71.85,0,301.7,1.79,39,94210,,,,,,
20071113:0300,2007,11,13,03,8,290.95,71.55,13.99,69.75,897.02,303.45,0.97,32,94270,,,,,,
20071113:0400,2007,11,13,04,9,441.65,105.4,19.64,42.85,830.89,310.2,0.83,346,94330,,,,,,
20071113:0500,2007,11,13,05,10,520,165,21.78,34.85,675.47,319.7,1.31,320,94320,,,,,,
20071113:0600,2007,11,13,06,11,619.4,108.05,23,32.75,853.72,329.75,2,300,94320,,,,,,
20071113:0700,2007,11,13,07,12,616.4,99.6,23.84,31.7,833.68,332.3,2.34,295,94250,,,,,,
20071113:0800,2007,11,13,08,13,532.5,110.35,24.29,31.85,719.22,335.75,2.55,291,94180,,,,,,
20071113:0900,2007,11,13,09,14,401.6,105.05,24.33,31.85,590.32,337.1,2.28,298,94100,,,,,,
20071113:1000,2007,11,13,10,15,236.1,73.2,24.07,31.85,438.06,334.2,1.86,309,94040,,,,,,
20071113:1100,2007,11,13,11,16,67.45,35.6,23.41,35.25,155.82,331.3,1.59,298,94040,,,,,,
20071113:1200,2007,11,13,12,17,0.05,0.05,21.88,41.85,0,326.85,1.45,294,94030,,,,,,
20071113:1300,2007,11,13,13,18,0,0,20.29,46.2,0,320.1,1.31,323,94100,,,,,,
20071113:1400,2007,11,13,14,19,0,0,19.03,49.45,0,317.95,1.45,6,94140,,,,,,
20071113:1500,2007,11,13,15,20,0,0,17.79,54.7,0,315.25,1.86,29,94180,,,,,,
20071113:1600,2007,11,13,16,21,0,0,16.49,56.6,0,312.35,2.07,43,94230,,,,,,
20071113:1700,2007,11,13,17,22,0,0,15.15,62.75,0,310.8,2.07,51,94240,,,,,,
20071113:1800,2007,11,13,18,23,0,0,14.15,67.25,0,309.65,1.93,52,94220,,,,,,
20071113:1900,2007,11,13,19,0,0,0,13.96,64.85,0,307.9,2,53,94190,,,,,,
20071113:2000,2007,11,13,20,1,0,0,13.48,67.15,0,307.3,2,51,94150,,,,,,
20071113:2100,2007,11,13,21,2,0,0,13.05,69.55,0,306.55,2,48,94150,,,,,,
20071113:2200,2007,11,13,22,3,0,0,12.62,69.45,0,305.55,2,47,94100,,,,,,
20071113:2300,2007,11,13,23,4,0,0,12.14,71.95,0,304.6,2,49,94090,,,,,,
20071114:0000,2007,11,14,00,5,0,0,11.63,71.85,0,303.05,2,49,94080,,,,,,
20071114:0100,2007,11,14,01,6,0,0,11.19,74.45,0,301.05,1.93,46,94070,,,,,,
20071114:0200,2007,11,14,02,7,44.16,44.16,10.94,74.45,0,299.2,1.79,40,94110,,,,,,
20071114:0300,2007,11,14,03,8,289.65,71.95,13.34,72.1,903.29,300.15,1.1,32,94180,,,,,,
20071114:0400,2007,11,14,04,9,451.15,87.35,19.28,42.7,907.31,306.35,0.76,344,94260,,,,,,
20071114:0500,2007,11,14,05,10,566.65,95.8,21.46,33.45,902.39,315.25,1.38,318,94300,,,,,,
20071114:0600,2007,11,14,06,11,624.4,98.55,22.81,31.45,883.44,322.2,1.59,311,94290,,,,,,
20071114:0700,2007,11,14,07,12,613.85,103.35,23.46,30.4,828.34,323.75,1.31,300,94270,,,,,,
20071114:0800,2007,11,14,08,13,540.95,95.75,24.03,28.5,762.92,328.05,1.45,285,94210,,,,,,
20071114:0900,2007,11,14,09,14,414.85,83.25,24.22,28.5,664.23,327.45,1.59,280,94160,,,,,,
20071114:1000,2007,11,14,10,15,243.95,65.7,24.06,28.5,482.99,326.3,1.52,280,94150,,,,,,
20071114:1100,2007,11,14,11,16,67.15,29.7,23.3,32.75,185.46,322.6,1.17,285,94130,,,,,,
20071114:1200,2007,11,14,12,17,0.05,0.05,22,37.65,0,321.65,0.9,296,94160,,,,,,
20071114:1300,2007,11,14,13,18,0,0,20.31,44.6,0,314.1,0.97,356,94200,,,,,,
20071114:1400,2007,11,14,14,19,0,0,18.89,49.3,0,308.65,1.86,25,94250,,,,,,
20071114:1500,2007,11,14,15,20,0,0,17.33,54.6,0,306.15,2.21,37,94290,,,,,,
20071114:1600,2007,11,14,16,21,0,0,15.94,56.5,0,303.45,2.34,42,94310,,,,,,
20071114:1700,2007,11,14,17,22,0,0,14.89,62.65,0,303.65,2.28,44,94340,,,,,,
20071114:1800,2007,11,14,18,23,0,0,14.06,62.55,0,302.1,2.21,45,94330,,,,,,
20071114:1900,2007,11,14,19,0,0,0,13.25,69.55,0,299,2.14,50,94310,,,,,,
20071114:2000,2007,11,14,20,1,0,0,12.74,69.45,0,299.4,2.14,49,94280,,,,,,
20071114:2100,2007,11,14,21,2,0,0,12.35,71.95,0,297.05,2.07,50,94280,,,,,,
20071114:2200,2007,11,14,22,3,0,0,12.03,69.35,0,298.05,2.07,48,94270,,,,,,
20071114:2300,2007,11,14,23,4,0,0,11.62,71.85,0,296.1,2.07,48,94250,,,,,,
20071115:0000,2007,11,15,00,5,0,0,11.2,74.45,0,296.3,2,48,94250,,,,,,
20071115:0100,2007,11,15,01,6,0,0,10.94,71.75,0,299.5,1.86,47,94310,,,,,,
20071115:0200,2007,11,15,02,7,45.65,45.65,10.79,74.4,0,295.1,1.93,44,94330,,,,,,
20071115:0300,2007,11,15,03,8,269.75,87.25,12.92,69.55,768.6,295.3,1.17,44,94420,,,,,,
20071115:0400,2007,11,15,04,9,446.8,91.35,18.61,44.2,894.73,304.2,0.48,359,94500,,,,,,
20071115:0500,2007,11,15,05,10,562.8,94.5,20.84,33.3,903.97,311.4,0.97,320,94550,,,,,,
20071115:0600,2007,11,15,06,11,610.25,113,22.25,31.3,840.6,318.55,1.38,316,94560,,,,,,
20071115:0700,2007,11,15,07,12,601.6,94.65,22.93,32.6,827.34,326.85,2.28,292,94480,,,,,,
20071115:0800,2007,11,15,08,13,537.55,94.8,23.31,32.75,763.08,328.05,1.93,303,94440,,,,,,
20071115:0900,2007,11,15,09,14,406.5,80.85,23.52,30.55,656.33,327.45,1.66,304,94410,,,,,,
20071115:1000,2007,11,15,10,15,231.5,69.3,23.49,30.55,442.76,327.45,1.59,298,94400,,,,,,
20071115:1100,2007,11,15,11,16,67.9,28.7,22.81,35.1,196.43,327.65,1.1,308,94400,,,,,,
20071115:1200,2007,11,15,12,17,0,0,21.54,38.9,0,319.5,0.97,338,94440,,,,,,
20071115:1300,2007,11,15,13,18,0,0,19.88,46.1,0,315.25,1.03,2,94490,,,,,,
20071115:1400,2007,11,15,14,19,0,0,18.55,49.3,0,310.4,1.31,13,94550,,,,,,
20071115:1500,2007,11,15,15,20,0,0,17.26,52.65,0,307.7,1.93,29,94590,,,,,,
20071115:1600,2007,11,15,16,21,0,0,15.81,56.35,0,305.4,2.21,38,94630,,,,,,
20071115:1700,2007,11,15,17,22,0,0,14.71,60.4,0,303.05,2.21,40,94670,,,,,,
20071115:1800,2007,11,15,18,23,0,0,13.92,62.55,0,301.1,2.21,40,94660,,,,,,
20071115:1900,2007,11,15,19,0,0,0,13.67,64.75,0,301.9,2.07,43,94580,,,,,,
20071115:2000,2007,11,15,20,1,0,0,12.94,67.05,0,300.75,2.07,42,94570,,,,,,
20071115:2100,2007,11,15,21,2,0,0,12.37,69.35,0,299.4,2.14,40,94540,,,,,,
20071115:2200,2007,11,15,22,3,0,0,11.99,69.35,0,298.2,2.14,37,94530,,,,,,
20071115:2300,2007,11,15,23,4,0,0,11.67,69.25,0,296.65,2.07,33,94510,,,,,,
20071116:0000,2007,11,16,00,5,0,0,11.34,71.75,0,295.1,2.14,30,94490,,,,,,
20071116:0100,2007,11,16,01,6,0,0,11,69.15,0,292.9,2.14,25,94520,,,,,,
20071116:0200,2007,11,16,02,7,49.31,49.31,10.73,69.1,0,290.85,2.14,21,94550,,,,,,
20071116:0300,2007,11,16,03,8,288.2,70.5,12.81,66.95,930.71,290.85,1.45,12,94620,,,,,,
20071116:0400,2007,11,16,04,9,451.7,85.9,18.44,44.2,929.35,295.7,1.38,336,94680,,,,,,
20071116:0500,2007,11,16,05,10,569.2,94.5,20.93,35.9,922.91,303.45,2,317,94700,,,,,,
20071116:0600,2007,11,16,06,11,627.85,97.95,22.51,29.2,901.33,309.45,2.62,314,94690,,,,,,
20071116:0700,2007,11,16,07,12,621.45,96.45,23.6,26.35,861.7,314.3,3.24,310,94550,,,,,,
20071116:0800,2007,11,16,08,13,549.45,91.8,24.11,24.55,793.21,314.85,3.38,308,94490,,,,,,
20071116:0900,2007,11,16,09,14,418.5,82.65,24.18,23.65,680.96,315.45,3.38,305,94440,,,,,,
20071116:1000,2007,11,16,10,15,246.4,65.15,23.72,25.35,498.35,313.7,3.1,303,94390,,,,,,
20071116:1100,2007,11,16,11,16,69.2,28.1,22.61,29.2,208.33,310.2,2.34,300,94400,,,,,,
20071116:1200,2007,11,16,12,17,0,0,20.65,35.9,0,304.4,1.86,309,94370,,,,,,
20071116:1300,2007,11,16,13,18,0,0,18.87,41.05,0,298.05,1.66,339,94430,,,,,,
20071116:1400,2007,11,16,14,19,0,0,17.44,43.9,0,295.5,1.86,7,94490,,,,,,
20071116:1500,2007,11,16,15,20,0,0,16.09,48.8,0,293.2,2.07,23,94520,,,,,,
20071116:1600,2007,11,16,16,21,0,0,14.8,54.1,0,291.85,2.14,30,94540,,,,,,
20071116:1700,2007,11,16,17,22,0,0,13.65,58,0,290.1,2.14,33,94540,,,,,,
20071116:1800,2007,11,16,18,23,0,0,12.82,62.2,0,288.95,2.14,34,94520,,,,,,
20071116:1900,2007,11,16,19,0,0,0,12.5,62.2,0,288.95,2.14,42,94490,,,,,,
20071116:2000,2007,11,16,20,1,0,0,11.97,64.45,0,288.55,2.14,40,94450,,,,,,
20071116:2100,2007,11,16,21,2,0,0,11.47,64.35,0,287.95,2.07,37,94420,,,,,,
20071116:2200,2007,11,16,22,3,0,0,11.04,66.65,0,287,2.14,32,94370,,,,,,
20071116:2300,2007,11,16,23,4,0,0,10.75,66.55,0,286.2,2.21,27,94360,,,,,,
20071117:0000,2007,11,17,00,5,0,0,10.46,66.55,0,285.05,2.28,24,94330,,,,,,
20071117:0100,2007,11,17,01,6,0,0,10.16,69,0,283.25,2.28,22,94370,,,,,,
20071117:0200,2007,11,17,02,7,53.21,53.21,9.8,71.5,0,281.6,2.21,21,94400,,,,,,
20071117:0300,2007,11,17,03,8,290.5,70.45,12.08,66.85,955.11,281.6,1.45,16,94430,,,,,,
20071117:0400,2007,11,17,04,9,456.05,85.8,17.76,49.05,949.41,286.2,1.1,338,94470,,,,,,
20071117:0500,2007,11,17,05,10,574.5,94.45,20.82,34.55,939.98,293.75,1.66,309,94490,,,,,,
20071117:0600,2007,11,17,06,11,633.15,98.15,22.45,29.05,915.58,300.15,2,300,94440,,,,,,
20071117:0700,2007,11,17,07,12,624.6,97.5,22.36,27.95,870.03,300.35,2.41,301,94390,,,,,,
20071117:0800,2007,11,17,08,13,551,92.55,23,25.2,799,303.25,2.62,299,94350,,,,,,
20071117:0900,2007,11,17,09,14,419.9,82.85,23.19,25.2,687.41,304.6,2.48,300,94270,,,,,,
20071117:1000,2007,11,17,10,15,246.8,65,22.91,26.05,503.38,304.05,2.07,298,94240,,,,,,
20071117:1100,2007,11,17,11,16,68.6,27.65,21.97,30,209.9,301.1,1.52,291,94240,,,,,,
20071117:1200,2007,11,17,12,17,0,0,20.23,35.75,0,295.1,1.59,299,94230,,,,,,
20071117:1300,2007,11,17,13,18,0,0,18.45,39.55,0,288.15,1.52,343,94280,,,,,,
20071117:1400,2007,11,17,14,19,0,0,16.89,43.8,0,285.05,1.93,17,94300,,,,,,
20071117:1500,2007,11,17,15,20,0,0,15.31,50.35,0,282.95,2.14,33,94320,,,,,,
20071117:1600,2007,11,17,16,21,0,0,13.85,55.9,0,281.75,2.21,41,94340,,,,,,
20071117:1700,2007,11,17,17,22,0,0,12.68,62.2,0,279.85,2.14,44,94350,,,,,,
20071117:1800,2007,11,17,18,23,0,0,11.84,66.75,0,279.05,2.07,45,94320,,,,,,
20071117:1900,2007,11,17,19,0,0,0,11.34,71.75,0,279.45,2.07,46,94320,,,,,,
20071117:2000,2007,11,17,20,1,0,0,10.79,71.7,0,279.05,2.07,42,94270,,,,,,
20071117:2100,2007,11,17,21,2,0,0,10.24,74.3,0,277.3,2.07,41,94260,,,,,,
20071117:2200,2007,11,17,22,3,0,0,9.71,74.2,0,276.15,2.07,40,94220,,,,,,
20071117:2300,2007,11,17,23,4,0,0,9.25,76.95,0,275.2,2.07,41,94210,,,,,,
20071118:0000,2007,11,18,00,5,0,0,8.88,74.15,0,275.2,2.07,40,94200,,,,,,
20071118:0100,2007,11,18,01,6,0,0,8.56,76.85,0,274.15,2.07,40,94250,,,,,,
20071118:0200,2007,11,18,02,7,39.55,39.55,8.25,79.7,0,272.85,2.14,40,94280,,,,,,
20071118:0300,2007,11,18,03,8,288.5,70.1,10.62,71.7,962.52,274.8,1.38,41,94330,,,,,,
20071118:0400,2007,11,18,04,9,453.85,85.4,16.61,54.6,953.58,280.2,0.55,16,94390,,,,,,
20071118:0500,2007,11,18,05,10,571.7,93.9,20.11,33.15,942.23,289.7,0.62,304,94430,,,,,,
20071118:0600,2007,11,18,06,11,628.55,97.95,21.61,30,913.56,297.05,0.97,275,94410,,,,,,
20071118:0700,2007,11,18,07,12,620.2,97.05,22.3,29.05,868.32,301.9,1.38,287,94390,,,,,,
20071118:0800,2007,11,18,08,13,545.65,93.65,22.96,28.1,792.05,305.55,1.45,284,94330,,,,,,
20071118:0900,2007,11,18,09,14,413.5,86.65,23.16,27.2,670.43,307.1,1.31,276,94280,,,,,,
20071118:1000,2007,11,18,10,15,240.95,68.2,22.96,28.1,481.59,306.95,1.17,268,94260,,,,,,
20071118:1100,2007,11,18,11,16,65.65,28.8,22.18,30.15,190.92,303.65,0.97,265,94230,,,,,,
20071118:1200,2007,11,18,12,17,0,0,20.65,37.25,0,297.85,0.62,275,94260,,,,,,
20071118:1300,2007,11,18,13,18,0,0,19.03,41.15,0,292.05,0.62,32,94320,,,,,,
20071118:1400,2007,11,18,14,19,0,0,17.15,47.15,0,287.75,1.79,61,94370,,,,,,
20071118:1500,2007,11,18,15,20,0,0,15.51,52.4,0,285.45,2.34,65,94430,,,,,,
20071118:1600,2007,11,18,16,21,0,0,13.98,58.1,0,283.9,2.41,65,94460,,,,,,
20071118:1700,2007,11,18,17,22,0,0,13.02,62.3,0,282.35,2.34,62,94490,,,,,,
20071118:1800,2007,11,18,18,23,0,0,12.35,66.85,0,281.2,2.34,62,94490,,,,,,
20071118:1900,2007,11,18,19,0,0,0,11.55,69.25,0,280.4,2.41,60,94490,,,,,,
20071118:2000,2007,11,18,20,1,0,0,11.11,71.75,0,279.25,2.41,61,94500,,,,,,
20071118:2100,2007,11,18,21,2,0,0,10.73,74.4,0,278.85,2.34,61,94510,,,,,,
20071118:2200,2007,11,18,22,3,0,0,10.36,77.1,0,277.7,2.34,58,94510,,,,,,
20071118:2300,2007,11,18,23,4,0,0,9.97,74.3,0,277.7,2.34,55,94530,,,,,,
20071119:0000,2007,11,19,00,5,0,0,9.58,77,0,276.75,2.34,54,94530,,,,,,
20071119:0100,2007,11,19,01,6,0,0,9.22,79.85,0,277.45,2.34,56,94590,,,,,,
20071119:0200,2007,11,19,02,7,45.05,45.05,8.92,79.85,0,278.85,2.28,56,94640,,,,,,
20071119:0300,2007,11,19,03,8,272,82.3,10.96,74.45,848.98,279.05,1.24,50,94730,,,,,,
20071119:0400,2007,11,19,04,9,434.9,98.35,16.41,62.95,879.11,284.65,0.41,17,94830,,,,,,
20071119:0500,2007,11,19,05,10,551.85,96.8,19.35,42.7,903.71,293.55,0.62,309,94880,,,,,,
20071119:0600,2007,11,19,06,11,612.95,103.15,20.73,37.25,883.02,300.95,0.83,306,94880,,,,,,
20071119:0700,2007,11,19,07,12,608.5,96.6,21.01,36,854.3,305.4,1.03,315,94870,,,,,,
20071119:0800,2007,11,19,08,13,537.3,91.1,21.7,33.6,786.05,307.7,1.1,308,94810,,,,,,
20071119:0900,2007,11,19,09,14,409,81.25,22,32.5,676.03,308.1,1.24,308,94760,,,,,,
20071119:1000,2007,11,19,10,15,238.15,63.95,21.92,32.35,488.84,306.95,1.31,314,94740,,,,,,
20071119:1100,2007,11,19,11,16,64.1,26.35,21.25,34.7,197.63,303.65,1.31,306,94720,,,,,,
20071119:1200,2007,11,19,12,17,0,0,19.69,41.3,0,297.85,1.52,302,94720,,,,,,
20071119:1300,2007,11,19,13,18,0,0,17.78,47.3,0,291.65,1.59,325,94770,,,,,,
20071119:1400,2007,11,19,14,19,0,0,16.33,50.6,0,288.55,1.79,348,94840,,,,,,
20071119:1500,2007,11,19,15,20,0,0,15.01,54.25,0,286.4,1.93,4,94910,,,,,,
20071119:1600,2007,11,19,16,21,0,0,13.83,58,0,285.05,2.07,18,94930,,,,,,
20071119:1700,2007,11,19,17,22,0,0,12.85,59.95,0,283.5,2.21,30,94960,,,,,,
20071119:1800,2007,11,19,18,23,0,0,11.92,62.1,0,281.95,2.34,37,94930,,,,,,
20071119:1900,2007,11,19,19,0,0,0,11.43,64.35,0,280.05,2.34,39,94890,,,,,,
20071119:2000,2007,11,19,20,1,0,0,10.65,69.1,0,278.5,2.28,36,94880,,,,,,
20071119:2100,2007,11,19,21,2,0,0,9.95,71.6,0,277.1,2.07,30,94850,,,,,,
20071119:2200,2007,11,19,22,3,0,0,9.49,71.5,0,275.95,2.07,25,94810,,,,,,
20071119:2300,2007,11,19,23,4,0,0,9.15,71.4,0,275.4,2.14,25,94800,,,,,,
20071120:0000,2007,11,20,00,5,0,0,8.81,74.05,0,274.2,2.21,25,94760,,,,,,
20071120:0100,2007,11,20,01,6,0,0,8.4,71.35,0,273.75,2.14,23,94790,,,,,,
20071120:0200,2007,11,20,02,7,38.25,38.25,8,73.95,0,273.25,2,17,94820,,,,,,
20071120:0300,2007,11,20,03,8,269.7,80.7,10.42,66.55,859.04,275.6,1.31,3,94870,,,,,,
20071120:0400,2007,11,20,04,9,427.3,105.2,15.88,46.9,849.17,283.7,1.52,320,94960,,,,,,
20071120:0500,2007,11,20,05,10,552.65,98.3,18.71,38.1,908.65,293.75,2.28,309,94970,,,,,,
20071120:0600,2007,11,20,06,11,614.65,97.3,20.5,32.1,901.41,300.15,2.41,314,94920,,,,,,
20071120:0700,2007,11,20,07,12,607.45,95.9,21.59,28.9,858.31,301.5,2.48,318,94880,,,,,,
20071120:0800,2007,11,20,08,13,535.4,91.3,22.37,27.95,786.43,305,2.76,310,94800,,,,,,
20071120:0900,2007,11,20,09,14,406.55,81.25,22.58,26.05,674.62,306.55,2.9,306,94730,,,,,,
20071120:1000,2007,11,20,10,15,236.4,63.45,22.25,26.95,488.43,305.75,2.76,305,94690,,,,,,
20071120:1100,2007,11,20,11,16,62.75,25.7,21.15,31.05,195.9,303.45,2,303,94680,,,,,,
20071120:1200,2007,11,20,12,17,0,0,19.05,39.65,0,297.45,2.07,310,94670,,,,,,
20071120:1300,2007,11,20,13,18,0,0,17.1,45.45,0,291.45,2,333,94690,,,,,,
